stop_id,stop_code,stop_name,stop_desc,platform_code,platform_name,stop_lat,stop_lon,zone_id,stop_address,stop_url,level_id,location_type,parent_station,wheelchair_boarding,municipality,on_street,at_street,vehicle_type
4214-parent,4214-parent,Opp 32 S Main St,,,,42.161567,-71.041972,LocalBus,,,,1,,1,Randolph,South Main Street,North Main Street,3
4214,4214,Opp 32 S Main St,,,,42.161567,-71.041972,LocalBus,,,,0,4214-parent,1,Randolph,South Main Street,North Main Street,3
4523-parent,4523-parent,Western Ave @ Walden St,,,,42.460699,-70.967777,LocalBus,,,,1,,1,Lynn,Western Avenue,Stanley Terrace,3
4523,4523,Western Ave @ Walden St,,,,42.460699,-70.967777,LocalBus,,,,0,4523-parent,1,Lynn,Western Avenue,Stanley Terrace,3
2612-parent,2612-parent,Somerville Ave @ Stone Ave,,,,42.379547,-71.095164,LocalBus,,,,1,,1,Somerville,Somerville Avenue,,3
2612,2612,Somerville Ave @ Stone Ave,,,,42.379547,-71.095164,LocalBus,,,,0,2612-parent,1,Somerville,Somerville Avenue,,3
9111-parent,9111-parent,Main St @ Vine St,,,,42.454623,-71.137709,LocalBus,,,,1,,1,Winchester,Main Street,Vine Street,3
9111,9111,Main St @ Vine St,,,,42.454623,-71.137709,LocalBus,,,,0,9111-parent,1,Winchester,Main Street,Vine Street,3
785-parent,785-parent,Centre St @ Willow St,,,,42.287456,-71.152363,LocalBus,,,,1,,1,Boston,Centre Street,Willow Street,3
785,785,Centre St @ Willow St,,,,42.287456,-71.152363,LocalBus,,,,0,785-parent,1,Boston,Centre Street,Willow Street,3
4047-parent,4047-parent,North St @ McDevitt Rd,,,,42.178233,-71.030944,LocalBus,,,,1,,1,Randolph,North Street,McDevitt Road,3
4047,4047,North St @ McDevitt Rd,,,,42.178233,-71.030944,LocalBus,,,,0,4047-parent,1,Randolph,North Street,McDevitt Road,3
11809-parent,11809-parent,Mountfort St @ Carlton St,,,,42.348846,-71.108581,LocalBus,,,,1,,1,Brookline,Mountfort Street,Carlton Street,3
11809,11809,Mountfort St @ Carlton St,,,,42.348846,-71.108581,LocalBus,,,,0,11809-parent,1,Brookline,Mountfort Street,Carlton Street,3
5906-parent,5906-parent,Lexington St @ Prescott St,,,,42.380185,-71.030731,LocalBus,,,,1,,1,Boston,Lexington Street,Prescott Street,3
5906,5906,Lexington St @ Prescott St,,,,42.380185,-71.030731,LocalBus,,,,0,5906-parent,1,Boston,Lexington Street,Prescott Street,3
49850-parent,49850-parent,Second Ave @ South Ave,,,,42.48349,-71.221597,LocalBus,,,,1,,1,Burlington,Second Avenue,South Avenue,3
49850,49850,Second Ave @ South Ave,,,,42.48349,-71.221597,LocalBus,,,,0,49850-parent,1,Burlington,Second Avenue,South Avenue,3
7352-parent,7352-parent,Lynnfield St @ Trevett Ave,,,,42.494735,-70.970954,LocalBus,,,,1,,1,Lynn,Lynnfield Street,Trevett Avenue,3
7352,7352,Lynnfield St @ Trevett Ave,,,,42.494735,-70.970954,LocalBus,,,,0,7352-parent,1,Lynn,Lynnfield Street,Trevett Avenue,3
1169-parent,1169-parent,Washington St @ Brinton St,,,,42.320829,-71.092974,LocalBus,,,,1,,1,Boston,Washington Street,Brinton Street,3
1169,1169,Washington St @ Brinton St,,,,42.320829,-71.092974,LocalBus,,,,0,1169-parent,1,Boston,Washington Street,Brinton Street,3
1433-parent,1433-parent,Arsenal St @ Beacon Pk,,,,42.364554,-71.175494,LocalBus,,,,1,,1,Watertown,Arsenal Street,Beacon Park,3
1433,1433,Arsenal St @ Beacon Pk,,,,42.364554,-71.175494,LocalBus,,,,0,1433-parent,1,Watertown,Arsenal Street,Beacon Park,3
5431-parent,5431-parent,Eastern Ave @ Phillips Ct,,,,42.425027,-71.06365,LocalBus,,,,1,,1,Malden,Eastern Avenue,Phillips Street,3
5431,5431,Eastern Ave @ Phillips Ct,,,,42.425027,-71.06365,LocalBus,,,,0,5431-parent,1,Malden,Eastern Avenue,Phillips Street,3
78218-parent,78218-parent,Washington St @ Auburn St,,,,42.344982,-71.23431,LocalBus,,,,1,,1,Newton,Washington Street,Auburn Street,3
78218,78218,Washington St @ Auburn St,,,,42.344982,-71.23431,LocalBus,,,,0,78218-parent,1,Newton,Washington Street,Auburn Street,3
114-parent,114-parent,Causeway St @ North Station,,,,42.366114,-71.060067,LocalBus,,,,1,,1,Boston,Causeway Street,Beverly Street,3
114,114,Causeway St @ North Station,,,,42.366114,-71.060067,LocalBus,,,,0,114-parent,1,Boston,Causeway Street,Beverly Street,3
14753-parent,14753-parent,Lewis St @ Norcross Ter,,,,42.466322,-70.928107,LocalBus,,,,1,,1,Lynn,Lewis Street,Phillips Avenue,3
14753,14753,Lewis St @ Norcross Ter,,,,42.466322,-70.928107,LocalBus,,,,0,14753-parent,1,Lynn,Lewis Street,Phillips Avenue,3
5393-parent,5393-parent,Cross St @ High St,,,,42.419275,-71.063396,LocalBus,,,,1,,1,Malden,Cross Street,Hancock Street,3
5393,5393,Cross St @ High St,,,,42.419275,-71.063396,LocalBus,,,,0,5393-parent,1,Malden,Cross Street,Hancock Street,3
3733-parent,3733-parent,Quincy Ave opp Water St,,,,42.243725,-70.997438,LocalBus,,,,1,,1,Quincy,Quincy Avenue,Water Street,3
3733,3733,Quincy Ave opp Water St,,,,42.243725,-70.997438,LocalBus,,,,0,3733-parent,1,Quincy,Quincy Avenue,Water Street,3
3785-parent,3785-parent,Quincy Ave @ Water St,,,,42.24377,-70.997708,LocalBus,,,,1,,1,Quincy,Quincy Avenue,Water Street,3
3785,3785,Quincy Ave @ Water St,,,,42.24377,-70.997708,LocalBus,,,,0,3785-parent,1,Quincy,Quincy Avenue,Water Street,3
3378-parent,3378-parent,Granite Ave @ Gallivan Blvd,,,,42.281929,-71.055521,LocalBus,,,,1,,1,Boston,Granite Avenue,Beaufield Street,3
3378,3378,Granite Ave @ Gallivan Blvd,,,,42.281929,-71.055521,LocalBus,,,,0,3378-parent,1,Boston,Granite Avenue,Beaufield Street,3
769-parent,769-parent,Centre St opp Glenhaven Rd,,,,42.270185,-71.161904,LocalBus,,,,1,,1,Boston,Centre Street,Glenhaven Road,3
769,769,Centre St opp Glenhaven Rd,,,,42.270185,-71.161904,LocalBus,,,,0,769-parent,1,Boston,Centre Street,Glenhaven Road,3
place-valrd,place-valrd,Valley Road,,,,42.268347,-71.081343,,,,,1,,2,Milton,,,
9170099-parent,9170099-parent,Wollaston - Newport Ave @ Brook St,,,,42.26656,-71.020832,,,,,1,,1,Quincy,Newport Avenue,Brook Street,3
9170099,9170099,Wollaston - Newport Ave @ Brook St,,,,42.26656,-71.020832,,,,,0,9170099-parent,1,Quincy,Newport Avenue,Brook Street,3
66459-parent,66459-parent,Cummins Hwy @ Hebron St,,,,42.272735,-71.107489,LocalBus,,,,1,,1,Boston,Cummins Highway,Hebron Street,3
66459,66459,Cummins Hwy @ Hebron St,,,,42.272735,-71.107489,LocalBus,,,,0,66459-parent,1,Boston,Cummins Highway,Hebron Street,3
12640-parent,12640-parent,Broadway @ N Union St,,,,42.40965,-71.139285,LocalBus,,,,1,,1,Arlington,Broadway,Oxford Street,3
12640,12640,Broadway @ N Union St,,,,42.40965,-71.139285,LocalBus,,,,0,12640-parent,1,Arlington,Broadway,Oxford Street,3
7802-parent,7802-parent,Adams St @ Watertown St,,,,42.359957,-71.202235,LocalBus,,,,1,,1,Newton,Adams Street,Watertown Street,3
7802,7802,Adams St @ Watertown St,,,,42.359957,-71.202235,LocalBus,,,,0,7802-parent,1,Newton,Adams Street,Watertown Street,3
4015-parent,4015-parent,Franklin St @ Reed Hill Rd,,,,42.21012,-71.016069,LocalBus,,,,1,,1,Braintree,Franklin Street,Reed Hill Road,3
4015,4015,Franklin St @ Reed Hill Rd,,,,42.21012,-71.016069,LocalBus,,,,0,4015-parent,1,Braintree,Franklin Street,Reed Hill Road,3
7626-parent,7626-parent,Washington St opp Cross St,,,,42.34962,-71.218743,LocalBus,,,,1,,1,Newton,Washington Street,Cross Street,3
7626,7626,Washington St opp Cross St,,,,42.34962,-71.218743,LocalBus,,,,0,7626-parent,1,Newton,Washington Street,Cross Street,3
17813-parent,17813-parent,Crescent St @ Moody St,,,,42.371834,-71.237473,LocalBus,,,,1,,1,Waltham,Crescent Street,Moody Street,3
17813,17813,Crescent St @ Moody St,,,,42.371834,-71.237473,LocalBus,,,,0,17813-parent,1,Waltham,Crescent Street,Moody Street,3
636-parent,636-parent,Washington St @ Cummins Hwy,,,,42.28666,-71.127791,LocalBus,,,,1,,1,Boston,Washington Street,Cummins Highway,3
636,636,Washington St @ Cummins Hwy,,,,42.28666,-71.127791,LocalBus,,,,0,636-parent,1,Boston,Washington Street,Cummins Highway,3
76434-parent,76434-parent,Cummins Hwy @ Bismark St,,,,42.270239,-71.099366,LocalBus,,,,1,,1,Boston,Cummins Highway,Bismarck Street,3
76434,76434,Cummins Hwy @ Bismark St,,,,42.270239,-71.099366,LocalBus,,,,0,76434-parent,1,Boston,Cummins Highway,Bismarck Street,3
5457-parent,5457-parent,Salem St opp Sprague St,,,,42.427665,-71.064714,LocalBus,,,,1,,1,Malden,Salem Street,Sprague Street,3
5457,5457,Salem St opp Sprague St,,,,42.427665,-71.064714,LocalBus,,,,0,5457-parent,1,Malden,Salem Street,Sprague Street,3
78512-parent,78512-parent,Pleasant St opp Repton Pl,,,,42.367413,-71.213922,LocalBus,,,,1,,1,Watertown,Pleasant Street,,3
78512,78512,Pleasant St opp Repton Pl,,,,42.367413,-71.213922,LocalBus,,,,0,78512-parent,1,Watertown,Pleasant Street,,3
109810-parent,109810-parent,Pauline St @ Pleasant St,,,,42.374436,-70.991198,LocalBus,,,,1,,0,Winthrop,Pauline Street,Pleasant Street,3
109810,109810,Pauline St @ Pleasant St,,,,42.374436,-70.991198,LocalBus,,,,0,109810-parent,0,Winthrop,Pauline Street,Pleasant Street,3
2413-parent,2413-parent,196 Boston Ave opp Stoughton St,,,,42.415566,-71.127804,LocalBus,,,,1,,1,Medford,Boston Avenue,,3
2413,2413,196 Boston Ave opp Stoughton St,,,,42.415566,-71.127804,LocalBus,,,,0,2413-parent,1,Medford,Boston Avenue,,3
9070083-parent,9070083-parent,Andrew - Dorchester Ave @ Dexter St,,,,42.330445,-71.057042,LocalBus,,,,1,,1,Boston,Dorchester Avenue,Dexter Street,3
9070083,9070083,Andrew - Dorchester Ave @ Dexter St,,,,42.330445,-71.057042,LocalBus,,,,0,9070083-parent,1,Boston,Dorchester Avenue,Dexter Street,3
109820-parent,109820-parent,Washington Ave opp Veterans Rd,,,,42.372456,-70.97191,LocalBus,,,,1,,1,Winthrop,Washington Avenue,Veterans Road,3
109820,109820,Washington Ave opp Veterans Rd,,,,42.372456,-70.97191,LocalBus,,,,0,109820-parent,1,Winthrop,Washington Avenue,Veterans Road,3
7345-parent,7345-parent,Lynnfield St @ Gallo Rd,,,,42.504695,-70.98116,LocalBus,,,,1,,1,Lynn,Lynnfield Street,Gallo Road,3
7345,7345,Lynnfield St @ Gallo Rd,,,,42.504695,-70.98116,LocalBus,,,,0,7345-parent,1,Lynn,Lynnfield Street,Gallo Road,3
2804-parent,2804-parent,Metropolitan Ave @ Highfield Rd,,,,42.277545,-71.127459,LocalBus,,,,1,,1,Boston,Metropolitan Avenue,Highfield Road,3
2804,2804,Metropolitan Ave @ Highfield Rd,,,,42.277545,-71.127459,LocalBus,,,,0,2804-parent,1,Boston,Metropolitan Avenue,Highfield Road,3
1785-parent,1785-parent,Ruggles St @ Annunciation Rd,,,,42.336729,-71.093223,LocalBus,,,,1,,1,Boston,Ruggles Street,Tavern Road,3
1785,1785,Ruggles St @ Annunciation Rd,,,,42.336729,-71.093223,LocalBus,,,,0,1785-parent,1,Boston,Ruggles Street,Tavern Road,3
8337-parent,8337-parent,River St opp Turtle Pond Pkwy,,,,42.246537,-71.136126,LocalBus,,,,1,,1,Boston,River Street,Fairview Avenue,3
8337,8337,River St opp Turtle Pond Pkwy,,,,42.246537,-71.136126,LocalBus,,,,0,8337-parent,1,Boston,River Street,Fairview Avenue,3
5364-parent,5364-parent,Ferry St @ Eastern Ave,,,,42.424179,-71.064342,LocalBus,,,,1,,1,Malden,Ferry Street,Eastern Avenue,3
5364,5364,Ferry St @ Eastern Ave,,,,42.424179,-71.064342,LocalBus,,,,0,5364-parent,1,Malden,Ferry Street,Eastern Avenue,3
833-parent,833-parent,Baker St @ Lasell St,,,,42.285986,-71.170648,LocalBus,,,,1,,1,Boston,Baker Street,Capital Street,3
833,833,Baker St @ Lasell St,,,,42.285986,-71.170648,LocalBus,,,,0,833-parent,1,Boston,Baker Street,Capital Street,3
1639-parent,1639-parent,West St @ Ida St,,,,42.240748,-71.024085,LocalBus,,,,1,,1,Quincy,West Street,Sullivan Road,3
1639,1639,West St @ Ida St,,,,42.240748,-71.024085,LocalBus,,,,0,1639-parent,1,Quincy,West Street,Sullivan Road,3
7213-parent,7213-parent,Maple St @ Euclid Ave,,,,42.483111,-70.945862,LocalBus,,,,1,,1,Lynn,Maple Street,Euclid Avenue,3
7213,7213,Maple St @ Euclid Ave,,,,42.483111,-70.945862,LocalBus,,,,0,7213-parent,1,Lynn,Maple Street,Euclid Avenue,3
7711-parent,7711-parent,Lexington St @ Belmont St,,,,42.380915,-71.189319,LocalBus,,,,1,,1,Belmont,Lexington Street,,3
7711,7711,Lexington St @ Belmont St,,,,42.380915,-71.189319,LocalBus,,,,0,7711-parent,1,Belmont,Lexington Street,,3
187-parent,187-parent,Massachusetts Ave @ Massachusetts Ave Station,,,,42.341553,-71.083328,LocalBus,,,,1,,1,Boston,Massachusetts Avenue,,3
187,187,Massachusetts Ave @ Massachusetts Ave Station,,,,42.341553,-71.083328,LocalBus,,,,0,187-parent,1,Boston,Massachusetts Avenue,,3
61391-parent,61391-parent,Huntington Ave @ Forsyth Way,,,,42.339219,-71.092168,LocalBus,,,,1,,1,Boston,Huntington Avenue,Parker Street,3
61391,61391,Huntington Ave @ Forsyth Way,,,,42.339219,-71.092168,LocalBus,,,,0,61391-parent,1,Boston,Huntington Avenue,Parker Street,3
9070115-parent,9070115-parent,Chiswick Road - Commonwealth Ave @ Chiswick Rd,,,,42.3402,-71.15175,,,,,1,,1,Boston,Commonwealth Avenue,Chiswick Road,3
9070115,9070115,Chiswick Road - Commonwealth Ave @ Chiswick Rd,,,,42.3402,-71.15175,,,,,0,9070115-parent,1,Boston,Commonwealth Avenue,Chiswick Road,3
11158-parent,11158-parent,Harrison Ave @ E Brookline St,,,,42.338393,-71.070917,LocalBus,,,,1,,1,Boston,Harrison Avenue,East Brookline Street,3
11158,11158,Harrison Ave @ E Brookline St,,,,42.338393,-71.070917,LocalBus,,,,0,11158-parent,1,Boston,Harrison Avenue,East Brookline Street,3
3081-parent,3081-parent,Adams St @ Oakton Ave.,,,,42.286506,-71.054527,LocalBus,,,,1,,1,Boston,Adams Street,Oakton Avenue,3
3081,3081,Adams St @ Oakton Ave.,,,,42.286506,-71.054527,LocalBus,,,,0,3081-parent,1,Boston,Adams Street,Oakton Avenue,3
6729-parent,6729-parent,Walnut St @ Central St,,,,42.48389,-71.011405,LocalBus,,,,1,,1,Saugus,Walnut Street,Central Street,3
6729,6729,Walnut St @ Central St,,,,42.48389,-71.011405,LocalBus,,,,0,6729-parent,1,Saugus,Walnut Street,Central Street,3
1116-parent,1116-parent,Cambridge St @ Mass Pike Exit,,,,42.360621,-71.118743,LocalBus,,,,1,,1,Boston,Cambridge Street,Ramp - Western Ave To Soldiers Field Rd Eastbound,3
1116,1116,Cambridge St @ Mass Pike Exit,,,,42.360621,-71.118743,LocalBus,,,,0,1116-parent,1,Boston,Cambridge Street,Ramp - Western Ave To Soldiers Field Rd Eastbound,3
6636-parent,6636-parent,Nahant Rd @ Village Store,,,,42.424358,-70.914656,LocalBus,,,,1,,1,Nahant,Nahant Road,Harmony Court,3
6636,6636,Nahant Rd @ Village Store,,,,42.424358,-70.914656,LocalBus,,,,0,6636-parent,1,Nahant,Nahant Road,Harmony Court,3
7450-parent,7450-parent,Summer St @ Dearborn Ave,,,,42.458786,-70.977128,LocalBus,,,,1,,0,Lynn,Summer Street,Dearborn Avenue,3
7450,7450,Summer St @ Dearborn Ave,,,,42.458786,-70.977128,LocalBus,,,,0,7450-parent,0,Lynn,Summer Street,Dearborn Avenue,3
7401-parent,7401-parent,Lincoln Ave @ Jackson St,,,,42.448624,-71.009514,LocalBus,,,,1,,1,Saugus,Lincoln Avenue,,3
7401,7401,Lincoln Ave @ Jackson St,,,,42.448624,-71.009514,LocalBus,,,,0,7401-parent,1,Saugus,Lincoln Avenue,,3
9170024-parent,9170024-parent,Haymarket - Congress St @ New Sudbury St,,,,42.362096,-71.058311,LocalBus,,,,1,,1,Boston,Congress Street,New Sudbury Street,3
9170024,9170024,Haymarket - Congress St @ New Sudbury St,,,,42.362096,-71.058311,LocalBus,,,,0,9170024-parent,1,Boston,Congress Street,New Sudbury Street,3
823-parent,823-parent,Centre St @ Cass St,,,,42.274913,-71.160281,LocalBus,,,,1,,1,Boston,Centre Street,Cass Street,3
823,823,Centre St @ Cass St,,,,42.274913,-71.160281,LocalBus,,,,0,823-parent,1,Boston,Centre Street,Cass Street,3
1836-parent,1836-parent,Independence Dr @ Maranville St,,,,42.296546,-71.157873,LocalBus,,,,1,,1,Boston,Independence Drive,,3
1836,1836,Independence Dr @ Maranville St,,,,42.296546,-71.157873,LocalBus,,,,0,1836-parent,1,Boston,Independence Drive,,3
158-parent,158-parent,442 W Broadway,,,,42.336218,-71.046724,LocalBus,,,,1,,1,Boston,West Broadway,F Street,3
158,158,442 W Broadway,,,,42.336218,-71.046724,LocalBus,,,,0,158-parent,1,Boston,West Broadway,F Street,3
3676-parent,3676-parent,601 Broad St opp Cain Ave,,,,42.217309,-70.934907,LocalBus,,,,1,,1,Weymouth,Broad Street,Cain Avenue,3
3676,3676,601 Broad St opp Cain Ave,,,,42.217309,-70.934907,LocalBus,,,,0,3676-parent,1,Weymouth,Broad Street,Cain Avenue,3
6364-parent,6364-parent,River St @ Wachusett St,,,,42.263553,-71.102202,LocalBus,,,,1,,1,Boston,River Street,,3
6364,6364,River St @ Wachusett St,,,,42.263553,-71.102202,LocalBus,,,,0,6364-parent,1,Boston,River Street,,3
12759-parent,12759-parent,Washington St @ Myrtle St - Cobble Hill Apt,,,,42.381697,-71.084052,LocalBus,,,,1,,1,Somerville,Washington Street,Myrtle Street,3
12759,12759,Washington St @ Myrtle St - Cobble Hill Apt,,,,42.381697,-71.084052,LocalBus,,,,0,12759-parent,1,Somerville,Washington Street,Myrtle Street,3
5805-parent,5805-parent,Winthrop Ave @ Revere Beach Pkwy,,,,42.405431,-71.00598,LocalBus,,,,1,,1,Revere,Winthrop Avenue,,3
5805,5805,Winthrop Ave @ Revere Beach Pkwy,,,,42.405431,-71.00598,LocalBus,,,,0,5805-parent,1,Revere,Winthrop Avenue,,3
place-gover,place-gover,Government Center,,,,42.359705,-71.059215,,,,,1,,1,Boston,,,
place-gover-0,place-gover-0,platform 0,,,,42.359705,-71.059215,,,,,0,place-gover,1,Boston,,,2
place-gover-1,place-gover-1,platform 1,,,,42.359705,-71.059215,,,,,0,place-gover,1,Boston,,,2
70039,70039,Government Center,,,,42.359705,-71.059215,RapidTransit,,,level_-2_blue_platform,0,place-gover,1,Boston,,,1
70040,70040,Government Center,,,,42.359705,-71.059215,RapidTransit,,,level_-2_blue_platform,0,place-gover,1,Boston,,,1
70201,70201,Government Center,,,,42.359705,-71.059215,RapidTransit,,,level_-1_green_platform,0,place-gover,1,Boston,,,0
70202,70202,Government Center,,,,42.359705,-71.059215,RapidTransit,,,level_-1_green_platform,0,place-gover,1,Boston,,,0
9284-parent,9284-parent,Cordis St @ Vernon St,,,,42.515864,-71.06573,LocalBus,,,,1,,1,Wakefield,Cordis Street,Vernon Street,3
9284,9284,Cordis St @ Vernon St,,,,42.515864,-71.06573,LocalBus,,,,0,9284-parent,1,Wakefield,Cordis Street,Vernon Street,3
10820-parent,10820-parent,Veterans Hospital West Roxbury,,,,42.275227,-71.172037,LocalBus,,,,1,,1,Boston,,,3
10820,10820,Veterans Hospital West Roxbury,,,,42.275227,-71.172037,LocalBus,,,,0,10820-parent,1,Boston,,,3
14233-parent,14233-parent,Main St @ Demarco Park,,,,42.13426,-71.039587,LocalBus,,,,1,,1,Avon,North Main Street,,3
14233,14233,Main St @ Demarco Park,,,,42.13426,-71.039587,LocalBus,,,,0,14233-parent,1,Avon,North Main Street,,3
886-parent,886-parent,L St @ Broadway,,,,42.336037,-71.03534,LocalBus,,,,1,,1,Boston,L Street,East Broadway,3
886,886,L St @ Broadway,,,,42.336037,-71.03534,LocalBus,,,,0,886-parent,1,Boston,L Street,East Broadway,3
5976-parent,5976-parent,Wyoming Ave @ Florence St,,,,42.453317,-71.073899,LocalBus,,,,1,,1,Melrose,West Wyoming Avenue,Florence Street,3
5976,5976,Wyoming Ave @ Florence St,,,,42.453317,-71.073899,LocalBus,,,,0,5976-parent,1,Melrose,West Wyoming Avenue,Florence Street,3
16434-parent,16434-parent,Cummins Hwy @ American Legion Hwy,,,,42.278578,-71.11613,LocalBus,,,,1,,1,Boston,Cummins Highway,American Legion Highway,3
16434,16434,Cummins Hwy @ American Legion Hwy,,,,42.278578,-71.11613,LocalBus,,,,0,16434-parent,1,Boston,Cummins Highway,American Legion Highway,3
2583-parent,2583-parent,Elm St @ Russell St,,,,42.393648,-71.120873,LocalBus,,,,1,,1,Somerville,Elm Street,Russell Street,3
2583,2583,Elm St @ Russell St,,,,42.393648,-71.120873,LocalBus,,,,0,2583-parent,1,Somerville,Elm Street,Russell Street,3
38485-parent,38485-parent,Franklin St opp Penns Hill Rd,,,,42.23323,-70.996654,LocalBus,,,,1,,1,Quincy,Franklin Street,Penns Hill Road,3
38485,38485,Franklin St opp Penns Hill Rd,,,,42.23323,-70.996654,LocalBus,,,,0,38485-parent,1,Quincy,Franklin Street,Penns Hill Road,3
4201-parent,4201-parent,Reedsdale Rd @ Academy Lane,,,,42.25401,-71.076854,LocalBus,,,,1,,1,Milton,Reedsdale Road,Academy Lane,3
4201,4201,Reedsdale Rd @ Academy Lane,,,,42.25401,-71.076854,LocalBus,,,,0,4201-parent,1,Milton,Reedsdale Road,Academy Lane,3
5647-parent,5647-parent,Everett Ave @ Vale St,,,,42.397482,-71.040291,LocalBus,,,,1,,1,Chelsea,Everett Avenue,Maple Street,3
5647,5647,Everett Ave @ Vale St,,,,42.397482,-71.040291,LocalBus,,,,0,5647-parent,1,Chelsea,Everett Avenue,Maple Street,3
1806-parent,1806-parent,Brookline Ave @ The Fenway,,,,42.342626,-71.103291,LocalBus,,,,1,,1,Boston,Brookline Avenue,Riverway,3
1806,1806,Brookline Ave @ The Fenway,,,,42.342626,-71.103291,LocalBus,,,,0,1806-parent,1,Boston,Brookline Avenue,Riverway,3
6646-parent,6646-parent,Nahant Rd @ Little Nahant Rd,,,,42.433819,-70.935622,LocalBus,,,,1,,1,Nahant,Nahant Road,,3
6646,6646,Nahant Rd @ Little Nahant Rd,,,,42.433819,-70.935622,LocalBus,,,,0,6646-parent,1,Nahant,Nahant Road,,3
1725-parent,1725-parent,1458 Blue Hill Ave opp Almont St,,,,42.274305,-71.093362,LocalBus,,,,1,,1,Boston,Blue Hill Avenue,Woodhaven Street,3
1725,1725,1458 Blue Hill Ave opp Almont St,,,,42.274305,-71.093362,LocalBus,,,,0,1725-parent,1,Boston,Blue Hill Avenue,Woodhaven Street,3
4849-parent,4849-parent,Humphrey St @ Birch St,,,,42.491275,-70.875715,LocalBus,,,,1,,1,Marblehead,Humphrey Street,Sheldon Road,3
4849,4849,Humphrey St @ Birch St,,,,42.491275,-70.875715,LocalBus,,,,0,4849-parent,1,Marblehead,Humphrey Street,Sheldon Road,3
1941-parent,1941-parent,Centre St @ Orchard St,,,,42.309015,-71.120326,LocalBus,,,,1,,1,Boston,Centre Street,Orchard Street,3
1941,1941,Centre St @ Orchard St,,,,42.309015,-71.120326,LocalBus,,,,0,1941-parent,1,Boston,Centre Street,Orchard Street,3
352-parent,352-parent,Dorchester Ave @ Belfort St,,,,42.315311,-71.056616,LocalBus,,,,1,,1,Boston,Dorchester Avenue,Victoria Street,3
352,352,Dorchester Ave @ Belfort St,,,,42.315311,-71.056616,LocalBus,,,,0,352-parent,1,Boston,Dorchester Avenue,Victoria Street,3
1084-parent,1084-parent,Chestnut Hill Ave @ Washington St,,,,42.349027,-71.153531,LocalBus,,,,1,,1,Boston,Chestnut Hill Avenue,Washington Street,3
1084,1084,Chestnut Hill Ave @ Washington St,,,,42.349027,-71.153531,LocalBus,,,,0,1084-parent,1,Boston,Chestnut Hill Avenue,Washington Street,3
3895-parent,3895-parent,N Franklin St @ Noonans Lane,,,,42.160496,-71.006297,LocalBus,,,,1,,1,Holbrook,North Franklin Street,Noonans Lane,3
3895,3895,N Franklin St @ Noonans Lane,,,,42.160496,-71.006297,LocalBus,,,,0,3895-parent,1,Holbrook,North Franklin Street,Noonans Lane,3
1784-parent,1784-parent,Ruggles St @ Huntington Ave,,,,42.337416,-71.095079,LocalBus,,,,1,,1,Boston,Ruggles Street,,3
1784,1784,Ruggles St @ Huntington Ave,,,,42.337416,-71.095079,LocalBus,,,,0,1784-parent,1,Boston,Ruggles Street,,3
71603-parent,71603-parent,Washington St from High St to Rockland St,,,,42.15029,-71.1494,LocalBus,,,,1,,1,Canton,Washington Street,Walnut Street,3
71603,71603,Washington St from High St to Rockland St,,,,42.15029,-71.1494,LocalBus,,,,0,71603-parent,1,Canton,Washington Street,Walnut Street,3
1856-parent,1856-parent,170 Walter St,,,,42.29393,-71.130677,LocalBus,,,,1,,1,Boston,Walter Street,Weld Street,3
1856,1856,170 Walter St,,,,42.29393,-71.130677,LocalBus,,,,0,1856-parent,1,Boston,Walter Street,Weld Street,3
6677-parent,6677-parent,Franklin St @ Laighton St,,,,42.466833,-70.956217,LocalBus,,,,1,,1,Lynn,Franklin Street,Baker Street,3
6677,6677,Franklin St @ Laighton St,,,,42.466833,-70.956217,LocalBus,,,,0,6677-parent,1,Lynn,Franklin Street,Baker Street,3
109896-parent,109896-parent,Walden St @ Lincoln St,,,,42.37932,-70.987067,LocalBus,,,,1,,1,Winthrop,Walden Street,Lincoln Street,3
109896,109896,Walden St @ Lincoln St,,,,42.37932,-70.987067,LocalBus,,,,0,109896-parent,1,Winthrop,Walden Street,Lincoln Street,3
3425-parent,3425-parent,Coddington St @ Southern Artery,,,,42.254877,-70.997418,LocalBus,,,,1,,1,Quincy,Coddington Street,Southern Artery,3
3425,3425,Coddington St @ Southern Artery,,,,42.254877,-70.997418,LocalBus,,,,0,3425-parent,1,Quincy,Coddington Street,Southern Artery,3
49903-parent,49903-parent,42 Central St,,,,42.480559,-71.123766,LocalBus,,,,1,,1,Woburn,Central Street,Utica Street,3
49903,49903,42 Central St,,,,42.480559,-71.123766,LocalBus,,,,0,49903-parent,1,Woburn,Central Street,Utica Street,3
89619-parent,89619-parent,Washington St opp Washington Green,,,,42.157235,-71.219805,LocalBus,,,,1,,1,Walpole,Washington Street,,3
89619,89619,Washington St opp Washington Green,,,,42.157235,-71.219805,LocalBus,,,,0,89619-parent,1,Walpole,Washington Street,,3
11767-parent,11767-parent,Pearl St @ Putnam Ave,,,,42.358164,-71.109771,LocalBus,,,,1,,1,Cambridge,Pearl Street,Putnam Avenue,3
11767,11767,Pearl St @ Putnam Ave,,,,42.358164,-71.109771,LocalBus,,,,0,11767-parent,1,Cambridge,Pearl Street,Putnam Avenue,3
place-kntst,place-kntst,Kent Street,,,,42.344074,-71.114197,,,,,1,,2,Brookline,,,
70215,70215,Kent Street,,,,42.344117,-71.114097,RapidTransit,,,level_median,0,place-kntst,2,Brookline,,,0
